"Sequence.Run","Autosampler.Position","Sample.ID","Project","Sample.Type","Species","Tree.No","Tissue","FID_File","FID_Date","FID_Time","X","X.1","CH4_Area","X.2","X.3","X.4","X.5","CO2_Area","X.6","X.7","ECD_File","ECD_Date","ECD_Time","X.8","X.9","O2_Area","X.10","X.11","X.12","X.13","N2O_Area","X.14","X.15","O2_concentration_uncorrected","N2O_concentration_uncorrected","CH4_concentration_uncorrected","CO2_concentration_uncorrected","O2_concentration","CH4_concentration","CO2_concentration","N2O_concentration"
138,126,"Blank","Internal Gas","Blank","","","","F241010s138.CHR","10/11/2024","2:28:33","CH4",1.36,0.4324,2.1881,"ppm","CO2",1.846,122.0416,241.4743,"ppm","E241010s138.CHR","10/11/2024","2:28:33","O2",1.206,632.5308,0,NA,"N2O",2.143,60.1748,0.0479,"ppm",136951.555812999,0.202835141329409,1.31543846679417,273.349029831484,210000,3.94631540038251,820.047089494453,0.608505423988228
139,127,"BBZ1H","Internal Gas","Sample","Betula lenta","BBZ1","heartwood","F241010s139.CHR","10/11/2024","2:33:58","CH4",1.353,1.0634,4.9174,"ppm","CO2",1.846,2187.173,7873.6763,"ppm","E241010s139.CHR","10/11/2024","2:33:58","O2",1.2,382.053,0,NA,"N2O",2.13,63.643,0.0621,"ppm",31185.1862125337,0.217253079101154,4.34439007707305,8687.78885229736,93555.558637601,13.0331702312191,26063.3665568921,0.651759237303462
140,128,"Blank","Internal Gas","Blank","","","","F241010s140.CHR","10/11/2024","2:39:22","CH4",1.36,0.5196,2.5653,"ppm","CO2",1.85,122.6622,243.7679,"ppm","E241010s140.CHR","10/11/2024","2:39:22","O2",1.2,710.194,0,NA,"N2O",2.15,61.9252,0.0551,"ppm",178029.768151017,0.210111872277931,1.73401941832558,275.441192717228,210000,5.20205825497673,826.323578151685,0.630335616833792
141,129,"RM1S","Internal Gas","Sample","Acer rubrum","RM1","sapwood","F241010s141.CHR","10/11/2024","2:44:47","CH4",1.356,0.5405,2.6557,"ppm","CO2",1.853,1268.7094,4479.2677,"ppm","E241010s141.CHR","10/11/2024","2:44:47","O2",1.193,424.521,0,NA,"N2O",2.143,47.3872,0,"ppm",49117.658408443,0.149674763885789,1.83434443996556,4585.93356674192,147352.975225329,5.50303331989668,13757.8007002258,0.449024291657367
142,130,"Blank","Internal Gas","Blank","","","","F241010s142.CHR","10/11/2024","2:50:11","CH4",1.366,0.4722,2.3603,"ppm","CO2",1.86,117.1755,223.4904,"ppm","E241010s142.CHR","10/11/2024","2:50:11","O2",1.2,717.0042,0,NA,"N2O",2.156,55.985,0.0307,"ppm",181343.792791925,0.185417381201373,1.50648802953442,256.944463575733,210000,4.51946408860327,770.8333907272,0.556252143604118
143,131,"RM1H","Internal Gas","Sample","Acer rubrum","RM1","heartwood","F241010s143.CHR","10/11/2024","2:55:36","CH4",1.363,1.965,8.817,"ppm","CO2",1.863,3076.2242,11159.3841,"ppm","E241010s143.CHR","10/11/2024","2:55:36","O2",1.206,378.9214,0,NA,"N2O",2.15,67.5271,0.078,"ppm",29862.8416253454,0.233399988765889,8.67228670437485,12658.2884603922,89588.5248760363,26.0168601131245,37974.8653811767,0.700199966297667
144,132,"Blank","Internal Gas","Blank","","","","F241010s144.CHR","10/11/2024","3:01:01","CH4",1.366,1.2493,5.7214,"ppm","CO2",1.86,120.713,236.5641,"ppm","E241010s144.CHR","10/11/2024","3:01:01","O2",1.2,723.5343,0,NA,"N2O",2.16,56.3561,0.0322,"ppm",184521.513315197,0.186960111351622,5.2367547432392,268.87006171998,210000,15.7102642297176,806.61018515994,0.560880334054866
145,133,"BB5S","Internal Gas","Sample","Betula lenta","BB5","sapwood","F241010s145.CHR","10/11/2024","3:06:26","CH4",1.363,0.7478,3.5523,"ppm","CO2",1.86,3315.2166,12042.6394,"ppm","E241010s145.CHR","10/11/2024","3:06:26","O2",1.203,384.8154,0,NA,"N2O",2.146,72.4845,0.0983,"ppm",32351.6329770147,0.254008801611067,2.82943424790662,13725.6276986022,97054.898931044,8.48830274371987,41176.8830958066,0.762026404833202
146,134,"Blank","Internal Gas","Blank","","","","F241010s146.CHR","10/11/2024","3:11:50","CH4",1.356,1.2315,5.6444,"ppm","CO2",1.85,122.226,242.1558,"ppm","E241010s146.CHR","10/11/2024","3:11:50","O2",1.2,686.3586,0,NA,"N2O",2.143,61.7824,0.0545,"ppm",159680.799640515,0.209518226722944,5.15131046643577,273.970677972205,210000,15.4539313993073,821.912033916615,0.628554680168832
147,135,"BB5H","Internal Gas","Sample","Betula lenta","BB5","heartwood","F241010s147.CHR","10/11/2024","3:17:15","CH4",1.356,0.9724,4.5238,"ppm","CO2",1.853,3278.6338,11907.4387,"ppm","E241010s147.CHR","10/11/2024","3:17:15","O2",1.196,365.6561,0,NA,"N2O",2.143,70.1024,0.0886,"ppm",24261.4565019491,0.244105978946263,3.90756821251619,13562.2490393495,72784.3695058472,11.7227046375486,40686.7471180485,0.73231793683879
148,136,"Blank","Internal Gas","Blank","","","","F241010s148.CHR","10/11/2024","3:22:40","CH4",1.356,0.9578,4.4606,"ppm","CO2",1.846,123.971,248.6049,"ppm","E241010s148.CHR","10/11/2024","3:22:40","O2",1.196,674.5636,0,NA,"N2O",2.143,58.6407,0.0416,"ppm",154700.26112797,0.196457608795059,3.8374847045763,279.853411191063,210000,11.5124541137289,839.56023357319,0.589372826385177
149,137,"BB6S","Internal Gas","Sample","Betula lenta","BB6","sapwood","F241010s149.CHR","10/11/2024","3:28:05","CH4",1.353,6.882,30.0841,"ppm","CO2",1.853,2937.4406,10646.4751,"ppm","E241010s149.CHR","10/11/2024","3:28:05","O2",1.193,386.606,0,NA,"N2O",2.136,65.4786,0.0696,"ppm",33107.7289719755,0.224884001935424,32.2750681112548,12038.481379079,99323.1869159265,96.8252043337643,36115.4441372371,0.674652005806271
150,138,"Blank","Internal Gas","Blank","","","","F241010s150.CHR","10/11/2024","3:33:30","CH4",1.366,0.9568,4.4563,"ppm","CO2",1.856,117.9798,226.4629,"ppm","E241010s150.CHR","10/11/2024","3:33:30","O2",1.203,681.4372,0,NA,"N2O",2.156,54.9814,0.0266,"ppm",157602.696865133,0.181245233589435,3.83268446430644,259.655914766523,210000,11.4980533929193,778.967744299568,0.543735700768304
151,139,"BB6H","Internal Gas","Sample","Betula lenta","BB6","heartwood","F241010s151.CHR","10/11/2024","3:38:54","CH4",1.353,34.5764,149.8685,"ppm","CO2",1.853,3468.866,12610.4887,"ppm","E241010s151.CHR","10/11/2024","3:38:54","O2",1.193,351.6666,0,NA,"N2O",2.136,62.1818,0.0561,"ppm",18354.2718032424,0.211178605116934,78.1018466534798,14411.825391698,55062.8154097273,234.305539960439,43235.4761750939,0.6335358153508
152,140,"Blank","Internal Gas","Blank","","","","F241010s152.CHR","10/11/2024","3:44:19","CH4",1.363,0.5286,2.6042,"ppm","CO2",1.853,135.2869,290.4256,"ppm","E241010s152.CHR","10/11/2024","3:44:19","O2",1.21,725.9605,0,NA,"N2O",2.15,70.9316,0.092,"ppm",185702.166832534,0.247553114059674,1.77722158075428,318.001503357984,210000,5.33166474226283,954.004510073952,0.742659342179022
153,141,"CHK STD","Internal Gas","Standard","","","","F241010s153.CHR","10/11/2024","3:49:44","CH4",1.366,4.5182,19.8601,"ppm","CO2",1.863,615.6859,2065.8585,"ppm","E241010s153.CHR","10/11/2024","3:49:44","O2",1.203,794.1498,0,NA,"N2O",2.156,127.2525,0.3228,"ppm",218884.895745959,0.48168933211188,20.9282601613701,1937.51964410654,210000,62.7847804841104,5812.55893231962,1.44506799633564
154,142,"Blank","Internal Gas","Blank","","","","F241010s154.CHR","10/11/2024","3:55:09","CH4",1.363,0.4151,2.1133,"ppm","CO2",1.86,118.6088,228.7875,"ppm","E241010s154.CHR","10/11/2024","3:55:09","O2",1.196,766.4022,0,NA,"N2O",2.156,59.4939,0.0451,"ppm",205382.17480883,0.200004516270652,1.23239431012567,261.776395680369,210000,3.69718293037701,785.329187041107,0.600013548811956
155,143,"N2","Internal Gas","Standard","","","","F241010s155.CHR","10/11/2024","4:00:34","",NA,NA,NA,"","CO2",1.856,15.4009,0,"ppm","E241010s155.CHR","10/11/2024","4:00:34","O2",1.2,NA,0,NA,"N2O",2.166,5.8889,0,"ppm",NA,-0.0228412118460592,NA,-86.157439149768,NA,NA,0,0
156,144,"Blank","Internal Gas","Blank","","","","F241010s156.CHR","10/11/2024","4:05:59","CH4",1.363,0.4074,2.08,"ppm","CO2",1.856,117.4348,224.4487,"ppm","E241010s156.CHR","10/11/2024","4:05:59","O2",1.206,726.9958,0,NA,"N2O",2.153,63.826,0.0628,"ppm",186205.971377295,0.218013843362797,1.19543246004778,257.818614133699,210000,3.58629738014334,773.455842401097,0.65404153008839
157,145,"WP101S","Internal Gas","Sample","Pinus strobus","WP101","sapwood","F241010s157.CHR","10/11/2024","4:11:24","CH4",1.356,0.5065,2.5086,"ppm","CO2",1.856,3132.1687,11366.1408,"ppm","E241010s157.CHR","10/11/2024","4:11:24","O2",1.196,342.9939,0,NA,"N2O",2.14,70.3802,0.0897,"ppm",14692.1508742261,0.245260844038527,1.67113627079047,12908.1364053982,44076.4526226784,5.01340881237141,38724.4092161945,0.735782532115582
158,146,"Blank","Internal Gas","Blank","","","","F241010s158.CHR","10/11/2024","4:16:49","CH4",1.363,1.139,5.2443,"ppm","CO2",1.86,115.161,216.0453,"ppm","E241010s158.CHR","10/11/2024","4:16:49","O2",1.196,715.9701,0,NA,"N2O",2.153,56.3372,0.0321,"ppm",180840.572199113,0.186881540616403,4.70728824147413,250.153193621928,210000,14.1218647244224,750.459580865785,0.560644621849209
159,147,"WP101H","Internal Gas","Sample","Pinus strobus","WP101","heartwood","F241010s159.CHR","10/11/2024","4:22:15","CH4",1.363,0.6066,2.9416,"ppm","CO2",1.86,4403.2878,16063.8747,"ppm","E241010s159.CHR","10/11/2024","4:22:15","O2",1.203,288.9096,0,NA,"N2O",2.146,82.8886,0.141,"ppm",-8145.4022477768,0.297260536335423,2.15164032180301,18584.949943687,0,6.45492096540904,55754.849831061,0.891781609006268
160,148,"Blank","Internal Gas","Blank","","","","F241010s160.CHR","10/11/2024","4:27:39","CH4",1.366,1.2795,5.852,"ppm","CO2",1.856,119.9733,233.8304,"ppm","E241010s160.CHR","10/11/2024","4:27:39","O2",1.206,697.5358,0,NA,"N2O",2.153,58.2688,0.0401,"ppm",164400.466877685,0.194911552899404,5.38172199938884,266.376389650072,210000,16.1451659981665,799.129168950216,0.584734658698211
161,149,"WP102S","Internal Gas","Sample","Pinus strobus","WP102","sapwood","F241010s161.CHR","10/11/2024","4:33:04","CH4",1.366,0.5297,2.609,"ppm","CO2",1.866,6372.9664,23343.3074,"ppm","E241010s161.CHR","10/11/2024","4:33:04","O2",1.196,310.9227,0,NA,"N2O",2.153,96.7501,0.1978,"ppm",1149.8154148344,0.354885311268541,1.78250184505112,27381.5278116128,3449.44624450321,5.34750553515336,82144.5834348383,1.06465593380562
162,150,"Blank","Internal Gas","Blank","","","","F241010s162.CHR","10/11/2024","4:38:29","CH4",1.363,1.9034,8.5505,"ppm","CO2",1.853,125.6782,254.9142,"ppm","E241010s162.CHR","10/11/2024","4:38:29","O2",1.206,697.6054,0,NA,"N2O",2.146,61.0944,0.0516,"ppm",164429.856066364,0.206658085673708,8.37659190375174,285.608713283461,210000,25.1297757112552,856.826139850384,0.619974257021124
163,151,"WP102H","Internal Gas","Sample","Pinus strobus","WP102","heartwood","F241010s163.CHR","10/11/2024","4:43:54","CH4",1.353,0.4064,2.0757,"ppm","CO2",1.853,6221.6885,22784.2227,"ppm","E241010s163.CHR","10/11/2024","4:43:54","O2",1.196,296.4069,0,NA,"N2O",2.14,96.4019,0.1964,"ppm",-4979.60391033706,0.353437780580541,1.19063221977793,26705.9212293783,0,3.57189665933378,80117.763688135,1.06031334174162
164,152,"Blank","Internal Gas","Blank","","","","F241010s164.CHR","10/11/2024","4:49:19","CH4",1.356,1.7334,7.8153,"ppm","CO2",1.85,134.5072,287.544,"ppm","E241010s164.CHR","10/11/2024","4:49:19","O2",1.196,682.5388,0,NA,"N2O",2.143,56.8452,0.0342,"ppm",158067.856782506,0.188993388949269,7.56055105787629,315.372983535208,210000,22.6816531736289,946.118950605625,0.566980166847808
165,153,"WP103S","Internal Gas","Sample","Pinus strobus","WP103","sapwood","F241010s165.CHR","10/11/2024","4:54:43","CH4",1.356,0.9592,4.4667,"ppm","CO2",1.853,4001.5977,14579.33,"ppm","E241010s165.CHR","10/11/2024","4:54:43","O2",1.193,288.1477,0,NA,"N2O",2.14,65.7396,0.0707,"ppm",-8467.1209669551,0.22596902637416,3.8442050409541,16791.0033356338,0,11.5326151228623,50373.0100069015,0.67790707912248
166,154,"Blank","Internal Gas","Blank","","","","F241010s166.CHR","10/11/2024","5:00:08","CH4",1.36,1.2408,5.6847,"ppm","CO2",1.85,123.0365,245.1512,"ppm","E241010s166.CHR","10/11/2024","5:00:08","O2",1.2,698.291,0,NA,"N2O",2.15,58.5489,0.0412,"ppm",164719.356465194,0.19607597950971,5.19595270094543,276.703030564689,210000,15.5878581028363,830.109091694067,0.588227938529131
167,155,"WP103H","Internal Gas","Sample","Pinus strobus","WP103","heartwood","F241010s167.CHR","10/11/2024","5:05:33","CH4",1.353,1.7582,7.9225,"ppm","CO2",1.85,7419.0374,27209.3206,"ppm","E241010s167.CHR","10/11/2024","5:05:33","O2",1.193,244.9817,0,NA,"N2O",2.136,79.9511,0.1289,"ppm",-26694.3295665742,0.285048814922442,7.67959701656871,32053.2773076366,0,23.0387910497061,96159.8319229099,0.855146444767326
168,156,"Blank","Internal Gas","Blank","","","","F241010s168.CHR","10/11/2024","5:10:57","CH4",1.363,1.8394,8.2737,"ppm","CO2",1.853,124.3052,249.84,"ppm","E241010s168.CHR","10/11/2024","5:10:57","O2",1.206,651.122,0,NA,"N2O",2.146,58.8492,0.0424,"ppm",144801.847258054,0.197324381191521,8.06937652648099,280.980064166274,210000,24.208129579443,842.940192498821,0.591973143574562
169,157,"RM302S","Internal Gas","Sample","Acer rubrum","RM302","sapwood","F241010s169.CHR","10/11/2024","5:16:22","CH4",1.363,2.295,10.2443,"ppm","CO2",1.863,6963.294,25525.0085,"ppm","E241010s169.CHR","10/11/2024","5:16:22","O2",1.193,366.8968,0,NA,"N2O",2.146,98.6552,0.2056,"ppm",24785.3525708354,0.362805158234965,10.2563659934272,30017.9288472872,74356.0577125062,30.7690979802816,90053.7865418616,1.08841547470489
170,158,"Blank","Internal Gas","Blank","","","","F241010s170.CHR","10/11/2024","5:21:46","CH4",1.366,1.9016,8.5428,"ppm","CO2",1.86,132.7172,280.9286,"ppm","E241010s170.CHR","10/11/2024","5:21:46","O2",1.2,726.7076,0,NA,"N2O",2.156,60.4426,0.049,"ppm",186065.725583998,0.203948434604097,8.367951471266,309.338546594374,210000,25.103854413798,928.015639783121,0.611845303812292
171,159,"RM302H","Internal Gas","Sample","Acer rubrum","RM302","heartwood","F241010s171.CHR","10/11/2024","5:27:11","CH4",1.36,3.1434,13.9138,"ppm","CO2",1.853,9055.7883,33258.3369,"ppm","E241010s171.CHR","10/11/2024","5:27:11","O2",1.203,288.4632,0,NA,"N2O",2.143,109.6882,0.2508,"ppm",-8333.89842344448,0.408671344566681,14.3288898383727,39363.0012099259,0,42.986669515118,118089.003629778,1.22601403370004
172,160,"Blank","Internal Gas","Blank","","","","F241010s172.CHR","10/11/2024","5:32:35","CH4",1.366,2.7517,12.2196,"ppm","CO2",1.856,139.0601,304.3703,"ppm","E241010s172.CHR","10/11/2024","5:32:35","O2",1.206,691.8122,0,NA,"N2O",2.153,61.4064,0.0529,"ppm",161983.628367265,0.207955126382082,12.4486357246702,330.721691886004,210000,37.3459071740107,992.165075658013,0.623865379146247
173,161,"H101S","Internal Gas","Sample","Tsuga canadensis","H101","sapwood","F241010s173.CHR","10/11/2024","5:38:00","CH4",1.363,0.7264,3.4598,"ppm","CO2",1.856,2455.5806,8865.6428,"ppm","E241010s173.CHR","10/11/2024","5:38:00","O2",1.203,384.8604,0,NA,"N2O",2.146,57.615,0.0374,"ppm",32370.6346076263,0.192193587466278,2.72670910613171,9886.49627275828,97111.903822879,8.18012731839514,29659.4888182748,0.576580762398833
174,162,"Blank","Internal Gas","Blank","","","","F241010s174.CHR","10/11/2024","5:43:25","CH4",1.363,0.991,4.6042,"ppm","CO2",1.856,113.4311,209.6521,"ppm","E241010s174.CHR","10/11/2024","5:43:25","O2",1.203,673.5607,0,NA,"N2O",2.15,57.211,0.0357,"ppm",154276.778120405,0.190514086036203,3.9968526815355,244.321365429778,210000,11.9905580446065,732.964096289333,0.57154225810861
175,163,"H101H","Internal Gas","Sample","Tsuga canadensis","H101","heartwood","F241010s175.CHR","10/11/2024","5:48:50","CH4",1.353,1.1136,5.1345,"ppm","CO2",1.85,4213.1651,15361.2294,"ppm","E241010s175.CHR","10/11/2024","5:48:50","O2",1.193,335.1415,0,NA,"N2O",2.136,74.2533,0.1056,"ppm",11376.4085583375,0.261362024703929,4.5853621386198,17735.8626179627,34129.2256750125,13.7560864158594,53207.5878538882,0.784086074111786
176,164,"Blank","Internal Gas","Blank","","","","F241010s176.CHR","10/11/2024","5:54:15","CH4",1.36,0.5534,2.7115,"ppm","CO2",1.846,123.0852,245.3312,"ppm","E241010s176.CHR","10/11/2024","5:54:15","O2",1.2,678.158,0,NA,"N2O",2.143,55.2289,0.0276,"ppm",156218.026929538,0.182274136074443,1.8962675394467,276.867207703806,210000,5.68880261834009,830.601623111417,0.54682240822333
177,165,"H103S","Internal Gas","Sample","Tsuga canadensis","H103","sapwood","F241010s177.CHR","10/11/2024","5:59:39","CH4",1.356,0.3908,2.0082,"ppm","CO2",1.85,2533.08,9152.0609,"ppm","E241010s177.CHR","10/11/2024","5:59:39","O2",1.193,393.5808,0,NA,"N2O",2.14,61.037,0.0514,"ppm",36052.897265091,0.206419463440821,1.11574847156818,10232.6083271907,108158.691795273,3.34724541470453,30697.824981572,0.619258390322463
178,166,"Blank","Internal Gas","Blank","","","","F241010s178.CHR","10/11/2024","6:05:04","CH4",1.366,1.0427,4.8278,"ppm","CO2",1.86,117.419,224.3903,"ppm","E241010s178.CHR","10/11/2024","6:05:04","O2",1.2,738.4518,0,NA,"N2O",2.156,62.2709,0.0565,"ppm",191780.765992171,0.211549010011537,4.24502510348704,257.765349271316,210000,12.7350753104611,773.296047813948,0.63464703003461
179,167,"H103H","Internal Gas","Sample","Tsuga canadensis","H103","heartwood","F241010s179.CHR","10/11/2024","6:10:29","CH4",1.363,0.5032,2.4944,"ppm","CO2",1.86,2551.2812,9219.3279,"ppm","E241010s179.CHR","10/11/2024","6:10:29","O2",1.196,437.6748,0,NA,"N2O",2.146,65.5481,0.0699,"ppm",54671.9617137683,0.225172926067578,1.65529547789995,10313.8948239266,164015.885141305,4.96588643369984,30941.6844717798,0.675518778202733
180,168,"Blank","Internal Gas","Blank","","","","F241010s180.CHR","10/11/2024","6:15:54","CH4",1.356,1.0544,4.8784,"ppm","CO2",1.846,121.5274,239.5739,"ppm","E241010s180.CHR","10/11/2024","6:15:54","O2",1.196,681.1554,0,NA,"N2O",2.14,60.7798,0.0504,"ppm",157483.704431658,0.205350236292764,4.30118791464435,271.615561968369,210000,12.903563743933,814.846685905106,0.616050708878291
181,169,"RO105S","Internal Gas","Sample","Quercus rubra","RO105","sapwood","F241010s181.CHR","10/11/2024","6:21:20","CH4",1.363,2.4614,10.964,"ppm","CO2",1.856,3165.6168,11489.7565,"ppm","E241010s181.CHR","10/11/2024","6:21:20","O2",1.206,384.135,0,NA,"N2O",2.146,68.3866,0.0815,"ppm",32064.3283221664,0.236973086486555,11.0551259743312,13057.5155052088,96192.9849664993,33.1653779229935,39172.5465156263,0.710919259459665
182,170,"Blank","Internal Gas","Blank","","","","F241010s182.CHR","10/11/2024","6:26:44","CH4",1.366,1.3024,5.9511,"ppm","CO2",1.853,124.9502,252.2237,"ppm","E241010s182.CHR","10/11/2024","6:26:44","O2",1.206,680.1881,0,NA,"N2O",2.15,55.904,0.0304,"ppm",157075.253825199,0.185080649479006,5.49164750156853,283.154484181267,210000,16.4749425047056,849.463452543801,0.555241948437019
183,171,"RO105H","Internal Gas","Sample","Quercus rubra","RO105","heartwood","F241010s183.CHR","10/11/2024","6:32:10","CH4",1.363,121.9542,527.7967,"ppm","CO2",1.853,14048.3173,51709.4582,"ppm","E241010s183.CHR","10/11/2024","6:32:10","O2",1.193,196.5008,0,NA,"N2O",2.15,120.4671,0.295,"ppm",-47165.7996448134,0.453481191013789,552.002289842404,61659.6185902323,0,1656.00686952721,184978.855770697,1.36044357304137
184,172,"Blank","Internal Gas","Blank","","","","F241010s184.CHR","10/11/2024","6:37:34","CH4",1.353,4.8206,21.1681,"ppm","CO2",1.846,148.1441,337.9425,"ppm","E241010s184.CHR","10/11/2024","6:37:34","O2",1.196,692.0268,0,NA,"N2O",2.143,60.1894,0.0479,"ppm",162074.24503236,0.20289583618307,22.3798528189745,361.345616562284,210000,67.1395584569234,1084.03684968685,0.608687508549211
185,173,"RO102S","Internal Gas","Sample","Quercus rubra","RO102","sapwood","F241010s185.CHR","10/11/2024","6:43:00","CH4",1.36,556.838,2408.7652,"ppm","CO2",1.853,10202.8001,37497.4017,"ppm","E241010s185.CHR","10/11/2024","6:43:00","O2",1.203,222.6258,0,NA,"N2O",2.14,111.116,0.2567,"ppm",-36134.2974286004,0.414606968680198,2910.6291442114,44485.5519723344,0,8731.88743263421,133456.655917003,1.24382090604059
186,174,"Blank","Internal Gas","Blank","","","","F241010s186.CHR","10/11/2024","6:48:25","CH4",1.363,3.3654,14.874,"ppm","CO2",1.853,127.341,261.0595,"ppm","E241010s186.CHR","10/11/2024","6:48:25","O2",1.203,685.2732,0,NA,"N2O",2.146,61.2731,0.0524,"ppm",159222.480310162,0.207400974053793,15.3945431782806,291.214334370176,210000,46.1836295348419,873.643003110528,0.622202922161378
187,175,"RO102H","Internal Gas","Sample","Quercus rubra","RO102","heartwood","F241010s187.CHR","10/11/2024","6:53:49","CH4",1.36,725.6231,3138.798,"ppm","CO2",1.853,9415.6324,34588.2295,"ppm","E241010s187.CHR","10/11/2024","6:53:49","O2",1.203,265.9539,0,NA,"N2O",2.143,109.3274,0.2493,"ppm",-17838.6407329336,0.407171433388535,3826.04854929699,40970.0637255889,0,11478.145647891,122910.191176767,1.22151430016561
188,176,"Blank","Internal Gas","Blank","","","","F241010s188.CHR","10/11/2024","6:59:14","CH4",1.363,4.2542,18.7183,"ppm","CO2",1.856,138.7889,303.3681,"ppm","E241010s188.CHR","10/11/2024","6:59:14","O2",1.206,686.0876,0,NA,"N2O",2.15,54.7852,0.0258,"ppm",159566.367598387,0.180429594528592,19.6609967301283,329.807424121561,210000,58.9829901903848,989.422272364682,0.541288783585775
189,177,"RO103S","Internal Gas","Sample","Quercus rubra","RO103","sapwood","F241010s189.CHR","10/11/2024","7:04:40","CH4",1.353,100.3924,434.5372,"ppm","CO2",1.846,8907.0198,32708.5263,"ppm","E241010s189.CHR","10/11/2024","7:04:40","O2",1.193,229.9999,0,NA,"N2O",2.133,99.6542,0.2097,"ppm",-33020.5213331908,0.366958182810817,435.060153785523,38698.6015994795,0,1305.18046135657,116095.804798439,1.10087454843245
190,178,"Blank","Internal Gas","Blank","","","","F241010s190.CHR","10/11/2024","7:10:04","CH4",1.366,2.4286,10.8221,"ppm","CO2",1.86,134.8286,288.7318,"ppm","E241010s190.CHR","10/11/2024","7:10:04","O2",1.2,765.8995,0,NA,"N2O",2.156,64.8438,0.067,"ppm",205137.547604492,0.222245022955693,10.8976780934799,316.456485229501,210000,32.6930342804397,949.369455688503,0.666735068867078
191,179,"RO103H","Internal Gas","Sample","Quercus rubra","RO103","heartwood","F241010s191.CHR","10/11/2024","7:15:29","CH4",1.356,90.8144,393.1102,"ppm","CO2",1.846,8625.6474,31668.6452,"ppm","E241010s191.CHR","10/11/2024","7:15:29","O2",1.196,284.3655,0,NA,"N2O",2.133,110.3777,0.2537,"ppm",-10064.1869069421,0.411537721388554,383.11310951497,37441.9934267121,0,1149.33932854491,112325.980280136,1.23461316416566
192,180,"Blank","Internal Gas","Blank","","","","F241010s192.CHR","10/11/2024","7:20:54","CH4",1.363,2.6419,11.7447,"ppm","CO2",1.853,135.7838,292.262,"ppm","E241010s192.CHR","10/11/2024","7:20:54","O2",1.206,696.1904,0,NA,"N2O",2.15,53.3305,0.0198,"ppm",163832.360348242,0.174382142225796,11.9215693430401,319.676649567984,210000,35.7647080291203,959.029948703953,0.523146426677387
193,181,"RO104S","Internal Gas","Sample","Quercus rubra","RO104","sapwood","F241010s193.CHR","10/11/2024","7:26:19","CH4",1.353,16.2897,70.7745,"ppm","CO2",1.846,9781.5811,35940.6831,"ppm","E241010s193.CHR","10/11/2024","7:26:19","O2",1.193,306.5998,0,NA,"N2O",2.133,111.6056,0.2587,"ppm",-675.565673413133,0.416642324868724,-21.0775242446534,42604.3893639018,0,0,127813.168091705,1.24992697460617
194,182,"Blank","Internal Gas","Blank","","","","F241010s194.CHR","10/11/2024","7:31:43","CH4",1.356,2.9734,13.1785,"ppm","CO2",1.85,135.6332,291.7054,"ppm","E241010s194.CHR","10/11/2024","7:31:43","O2",1.2,684.4022,0,NA,"N2O",2.143,56.2746,0.0319,"ppm",158854.693193212,0.186621301038377,13.5128489924972,319.168947778437,210000,40.5385469774917,957.506843335311,0.55986390311513
195,183,"RO104H","Internal Gas","Sample","Quercus rubra","RO104","heartwood","F241010s195.CHR","10/11/2024","7:37:08","CH4",1.353,13.3368,58.0025,"ppm","CO2",1.843,9735.369,35769.8949,"ppm","E241010s195.CHR","10/11/2024","7:37:08","O2",1.193,343.5362,0,NA,"N2O",2.133,112.4734,0.2622,"ppm",14921.1416360195,0.420249927197978,63.2596590051186,42398.0062838956,44763.4249080586,189.778977015356,127194.018851687,1.26074978159393
196,184,"Blank","Internal Gas","Blank","","","","F241010s196.CHR","10/11/2024","7:42:33","CH4",1.36,2.9882,13.2425,"ppm","CO2",1.846,156.8786,370.223,"ppm","E241010s196.CHR","10/11/2024","7:42:33","O2",1.2,696.7296,0,NA,"N2O",2.143,61.7308,0.0543,"ppm",164060.042108815,0.209303716144251,13.5838925484911,390.79130899788,210000,40.7516776454733,1172.37392699364,0.627911148432754
197,185,"RO??S","Internal Gas","Sample","Quercus rubra","RO??","sapwood","F241010s197.CHR","10/11/2024","7:47:57","CH4",1.35,4.1132,18.1084,"ppm","CO2",1.846,5528.8669,20223.7297,"ppm","E241010s197.CHR","10/11/2024","7:47:57","O2",1.193,328.187,0,NA,"N2O",2.133,87.9068,0.1615,"ppm",8439.81211192017,0.318122105831464,18.9841628520786,23611.7823414497,25319.4363357605,56.9524885562359,70835.347024349,0.954366317494391
198,186,"Blank","Internal Gas","Blank","","","","F241010s198.CHR","10/11/2024","7:53:22","CH4",1.366,2.086,9.3403,"ppm","CO2",1.863,126.7938,259.0372,"ppm","E241010s198.CHR","10/11/2024","7:53:22","O2",1.2,762.147,0,NA,"N2O",2.156,58.5167,0.0411,"ppm",203311.481194548,0.195942118257115,9.25311577702737,289.369617110944,210000,27.7593473310821,868.108851332833,0.587826354771346
199,187,"RO??H","Internal Gas","Sample","Quercus rubra","RO??","heartwood","F241010s199.CHR","10/11/2024","7:58:47","CH4",1.36,327.1452,1415.2931,"ppm","CO2",1.856,9526.8317,34999.1939,"ppm","E241010s199.CHR","10/11/2024","7:58:47","O2",1.193,387.3379,0,NA,"N2O",2.146,96.6516,0.1974,"ppm",33416.7799374127,0.354475828865416,1664.87198716116,41466.6794177678,100250.339812238,4994.61596148348,124400.038253303,1.06342748659625
