sample_name	sample_title	bioproject_accession	organism	strain	isolate	cultivar	ecotype	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	isol_growth_condt	lat_lon	air_temp_regm	altitude	ances_data	antibiotic_regm	biol_stat	biotic_regm	biotic_relationship	chem_administration	chem_mutagen	climate_environment	collection_method	cult_root_med	depth	elev	extrachrom_elements	fertilizer_regm	fungicide_regm	gaseous_environment	genetic_mod	gravity	growth_facil	growth_habit	growth_hormone_regm	herbicide_regm	host_age	host_common_name	host_disease	host_dry_mass	host_genotype	host_height	host_length	host_life_stage	host_phenotype	host_subspecf_genlin	host_symbiont	host_taxid	host_tot_mass	host_wet_mass	humidity_regm	isolation_source	light_regm	mechanical_damage	mineral_nutr_regm	misc_param	neg_cont_type	non_mineral_nutr_regm	omics_observ_id	organism_count	oxy_stat_samp	perturbation	pesticide_regm	ph_regm	plant_growth_med	plant_product	plant_sex	plant_struc	pos_cont_type	radiation_regm	rainfall_regm	rel_to_oxygen	root_cond	root_med_carbon	root_med_macronutr	root_med_micronutr	root_med_ph	root_med_regl	root_med_solid	root_med_suppl	salt_regm	samp_capt_status	samp_collect_device	samp_dis_stage	samp_mat_process	samp_salinity	samp_size	samp_store_dur	samp_store_loc	samp_store_temp	samp_vol_we_dna_ext	season_environment	source_material_id	standing_water_regm	subspecf_gen_lin	temp	tiss_cult_growth_med	trophic_level	water_temp_regm	watering_regm	description
H102Organic_ITS_S315_R1_001.fastq.gz.			H102Organic		Sample_or_read_435			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001147	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H102Organic_ITS_S315_R2_001.fastq.gz.			H102Organic		Sample_or_read_436			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001148	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H102Outer_ITS_S317_R1_001.fastq.gz.			H102Outer		Sample_or_read_437			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001149	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H102Outer_ITS_S317_R2_001.fastq.gz.			H102Outer		Sample_or_read_438			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001150	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H103Inner_ITS_S319_R1_001.fastq.gz.			H103Inner		Sample_or_read_439			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001151	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H103Inner_ITS_S319_R2_001.fastq.gz.			H103Inner		Sample_or_read_440			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001152	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H103Mineral_ITS_S321_R1_001.fastq.gz.			H103Mineral		Sample_or_read_441			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001153	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H103Mineral_ITS_S321_R2_001.fastq.gz.			H103Mineral		Sample_or_read_442			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001154	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H103Organic_ITS_S323_R1_001.fastq.gz.			H103Organic		Sample_or_read_443			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001155	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H103Outer_ITS_S325_R2_001.fastq.gz.			H103Outer		Sample_or_read_444			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001156	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H103Outer_ITS_S325_R1_001.fastq.gz.			H103Outer		Sample_or_read_445			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001157	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H103Organic_ITS_S323_R2_001.fastq.gz.			H103Organic		Sample_or_read_446			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001158	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H104Mineral_ITS_S327_R1_001.fastq.gz.			H104Mineral		Sample_or_read_447			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001159	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H104Mineral_ITS_S327_R2_001.fastq.gz.			H104Mineral		Sample_or_read_448			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001160	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H104Organic_ITS_S329_R1_001.fastq.gz.			H104Organic		Sample_or_read_449			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001161	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H104Organic_ITS_S329_R2_001.fastq.gz.			H104Organic		Sample_or_read_450			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001162	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H2Inner_ITS_S331_R1_001.fastq.gz.			H2Inner		Sample_or_read_451			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001163	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H2Inner_ITS_S331_R2_001.fastq.gz.			H2Inner		Sample_or_read_452			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001164	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H2Mineral_ITS_S333_R1_001.fastq.gz.			H2Mineral		Sample_or_read_453			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001165	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H2Mineral_ITS_S333_R2_001.fastq.gz.			H2Mineral		Sample_or_read_454			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001166	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H2Organic_ITS_S335_R1_001.fastq.gz.			H2Organic		Sample_or_read_455			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001167	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H2Organic_ITS_S335_R2_001.fastq.gz.			H2Organic		Sample_or_read_456			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001168	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H2Outer_ITS_S337_R1_001.fastq.gz.			H2Outer		Sample_or_read_457			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001169	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H2Outer_ITS_S337_R2_001.fastq.gz.			H2Outer		Sample_or_read_458			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001170	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H301Inner_ITS_S339_R1_001.fastq.gz.			H301Inner		Sample_or_read_459			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001171	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H301Inner_ITS_S339_R2_001.fastq.gz.			H301Inner		Sample_or_read_460			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001172	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H301Mineral_ITS_S341_R1_001.fastq.gz.			H301Mineral		Sample_or_read_461			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001173	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H301Mineral_ITS_S341_R2_001.fastq.gz.			H301Mineral		Sample_or_read_462			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001174	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H301Organic_ITS_S343_R1_001.fastq.gz.			H301Organic		Sample_or_read_463			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001175	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H301Organic_ITS_S343_R2_001.fastq.gz.			H301Organic		Sample_or_read_464			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001176	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H301Outer_ITS_S345_R1_001.fastq.gz.			H301Outer		Sample_or_read_465			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001177	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H301Outer_ITS_S345_R2_001.fastq.gz.			H301Outer		Sample_or_read_466			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001178	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H3Inner_ITS_S347_R1_001.fastq.gz.			H3Inner		Sample_or_read_467			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001179	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H3Inner_ITS_S347_R2_001.fastq.gz.			H3Inner		Sample_or_read_468			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001180	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H3Outer_ITS_S349_R1_001.fastq.gz.			H3Outer		Sample_or_read_469			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001181	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H3Outer_ITS_S349_R2_001.fastq.gz.			H3Outer		Sample_or_read_470			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001182	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H4Inner_ITS_S351_R1_001.fastq.gz.			H4Inner		Sample_or_read_471			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001183	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H4Inner_ITS_S351_R2_001.fastq.gz.			H4Inner		Sample_or_read_472			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001184	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H4Organic_ITS_S353_R1_001.fastq.gz.			H4Organic		Sample_or_read_473			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001185	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H4Organic_ITS_S353_R2_001.fastq.gz.			H4Organic		Sample_or_read_474			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001186	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H4Outer_ITS_S355_R1_001.fastq.gz.			H4Outer		Sample_or_read_475			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001187	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H4Outer_ITS_S355_R2_001.fastq.gz.			H4Outer		Sample_or_read_476			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001188	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H5Inner_ITS_S357_R1_001.fastq.gz.			H5Inner		Sample_or_read_477			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001189	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H5Inner_ITS_S357_R2_001.fastq.gz.			H5Inner		Sample_or_read_478			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001190	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H5Mineral_ITS_S359_R1_001.fastq.gz.			H5Mineral		Sample_or_read_479			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001191	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H5Mineral_ITS_S359_R2_001.fastq.gz.			H5Mineral		Sample_or_read_480			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001192	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H5Organic_ITS_S361_R1_001.fastq.gz.			H5Organic		Sample_or_read_481			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001193	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H5Organic_ITS_S361_R2_001.fastq.gz.			H5Organic		Sample_or_read_482			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001194	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H5Outer_ITS_S363_R1_001.fastq.gz.			H5Outer		Sample_or_read_483			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001195	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H5Outer_ITS_S363_R2_001.fastq.gz.			H5Outer		Sample_or_read_484			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001196	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H8Organic_ITS_S365_R1_001.fastq.gz.			H8Organic		Sample_or_read_485			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001197	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H8Organic_ITS_S365_R2_001.fastq.gz.			H8Organic		Sample_or_read_486			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001198	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H9Inner_ITS_S367_R1_001.fastq.gz.			H9Inner		Sample_or_read_487			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001199	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H9Inner_ITS_S367_R2_001.fastq.gz.			H9Inner		Sample_or_read_488			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001200	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H9Mineral_ITS_S369_R1_001.fastq.gz.			H9Mineral		Sample_or_read_489			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001201	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H9Mineral_ITS_S369_R2_001.fastq.gz.			H9Mineral		Sample_or_read_490			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001202	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H9Organic_ITS_S371_R1_001.fastq.gz.			H9Organic		Sample_or_read_491			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001203	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H9Organic_ITS_S371_R2_001.fastq.gz.			H9Organic		Sample_or_read_492			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001204	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H9Outer_ITS_S373_R1_001.fastq.gz.			H9Outer		Sample_or_read_493			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001205	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
H9Outer_ITS_S373_R2_001.fastq.gz.			H9Outer		Sample_or_read_494			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001206	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX2Inner_ITS_S375_R1_001.fastq.gz.			HX2Inner		Sample_or_read_495			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001207	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX2Inner_ITS_S375_R2_001.fastq.gz.			HX2Inner		Sample_or_read_496			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001208	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX2Mineral_ITS_S377_R1_001.fastq.gz.			HX2Mineral		Sample_or_read_497			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001209	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX2Mineral_ITS_S377_R2_001.fastq.gz.			HX2Mineral		Sample_or_read_498			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001210	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX2Organic_ITS_S379_R1_001.fastq.gz.			HX2Organic		Sample_or_read_499			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001211	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX2Organic_ITS_S379_R2_001.fastq.gz.			HX2Organic		Sample_or_read_500			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001212	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX2Outer_ITS_S381_R1_001.fastq.gz.			HX2Outer		Sample_or_read_501			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001213	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX2Outer_ITS_S381_R2_001.fastq.gz.			HX2Outer		Sample_or_read_502			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001214	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX3Mineral_ITS_S383_R1_001.fastq.gz.			HX3Mineral		Sample_or_read_503			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001215	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX3Mineral_ITS_S383_R2_001.fastq.gz.			HX3Mineral		Sample_or_read_504			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001216	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX3Organic_ITS_S385_R1_001.fastq.gz.			HX3Organic		Sample_or_read_505			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001217	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX3Organic_ITS_S385_R2_001.fastq.gz.			HX3Organic		Sample_or_read_506			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001218	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX4Inner_ITS_S387_R1_001.fastq.gz.			HX4Inner		Sample_or_read_507			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001219	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX4Inner_ITS_S387_R2_001.fastq.gz.			HX4Inner		Sample_or_read_508			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001220	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX4Mineral_ITS_S389_R1_001.fastq.gz.			HX4Mineral		Sample_or_read_509			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001221	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX4Mineral_ITS_S389_R2_001.fastq.gz.			HX4Mineral		Sample_or_read_510			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001222	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX4Organic_ITS_S391_R1_001.fastq.gz.			HX4Organic		Sample_or_read_511			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001223	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX4Organic_ITS_S391_R2_001.fastq.gz.			HX4Organic		Sample_or_read_512			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001224	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX4Outer_ITS_S393_R1_001.fastq.gz.			HX4Outer		Sample_or_read_513			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001225	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX4Outer_ITS_S393_R2_001.fastq.gz.			HX4Outer		Sample_or_read_514			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001226	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX5Inner_ITS_S395_R1_001.fastq.gz.			HX5Inner		Sample_or_read_515			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001227	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
HX5Inner_ITS_S395_R2_001.fastq.gz.			HX5Inner		Sample_or_read_516			2021-2022	ENVO:01001805	ENVO:01001796	ENVO:00002040 | ENVO:00001998 | ENVO:01000349 | ENVO:01000628 | BTO:0001228	USA: Connecticut	Tree_or_neighboring_soil	NA	41.9529 N, 72.1239 W																																																																																									
